conversationId,restaurantName,callStartTime,callDuration,callEndReason,callWithinOfficeHours,reasonForCalling,partysizenumber,textsSent,numberOfTextsSent,phone,conversation
69c46a49fdddd31f0b148a60,TF Oakwood,2026-03-25T19:05:48.027-04:00,00:21,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,8,,0,CALLER-D8C5436F,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Do you take reservations for parties of eight?
Assistant: Sure thing— we don’t take reservations in ..."
69aaf2704bcab3cfc6d50a1a,RT Buckhead,2026-03-06T10:27:46.607-05:00,00:24,UserHangup,,General Information and Amenities,,,0,CALLER-4C0308B2,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: You have parking.
Assistant: Yes, we have plenty of parking at thirty three sixty five Piedmont Road NorthEast, Suite eleven twenty, and it's free for three hours. Anything else I can help you with?"
69b627ca6551713542c61995,RT Buckhead,2026-03-14T23:30:20.950-04:00,00:55,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-1CF49579,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Order. Online order.
Assistant: ¡Qué bueno. I can text you our online ordering link so you can place your pickup order. Would you like me to send you the link?
Customer: No.
Assistant: No problem. Is there anything else I can help you with?
Assistant: Sorry, are you still on the line?
Customer: Yes.
Assistant: Great. How can I help?
Customer: An iced sauce to somebody, an associate?
Assistant: I'm sorry, I'm not sure I understand."
69beab696a9ee6d2591ed501,TF Oakwood,2026-03-21T10:30:03.968-04:00,00:16,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-C524390B,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hablar con una persona.
Assistant: Claro, te transfiero con un miembro del equipo en un momento."
69ac94aa264d99a30211e28f,RT Buckhead,2026-03-07T16:12:12.749-05:00,00:18,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-91B60978,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Talk to an agent.
Assistant: Okay, connecting you to the ...
Customer: I see Park right there."
69c743603561ccb21603ce9e,RT Buckhead,2026-03-27T22:56:35.166-04:00,01:13,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,2,,0,CALLER-1B82B9BC,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Yes. This is Enrique. I was just calling to see if I can get on the reservation list for tomorrow.
Assistant: Okay, Enrique, for how many people is the reservation?
Customer: For two.
Assistant: And what time works best for you tomorrow?
Customer: About eight o'clock.
Assistant: Under ...
Customer: Or eight fifteen, somewhere around there.
Assistant: Under what name should I put the ...
Customer: Hello?
Assistant: Yes, go ahead.
Customer: Cruz, c r u z?
Assistant: Two guests, tomorrow at eight fifteen P.M., under the name Cruz. Does that look correct?
Customer: Yes.
Assistant: I’m sorry—I couldn’t secure a table at that exact time. I’ve just sent you our OpenTable link so you can check real-time openings and pick the slot that suits you best. Is there anything else I can help you with?.
Customer: No. I'll look at the times and see.
Assistant: Perfect—thanks for calling Real Tacos. Enjoy your day."
69b368c9dd23d1fbfebce8a2,RT Buckhead,2026-03-12T21:30:52.159-04:00,00:15,UserHangup,TRUE,,,,0,CALLER-111F4721,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hi.
Assistant: What are you in the mood for today?..."
69c82baeac305b84d45d3f3b,RT Buckhead,2026-03-28T15:27:44.710-04:00,01:14,CallTransfer,TRUE,Making a Reservation or Inquiring About Reservations,2,,0,CALLER-70B87025,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Is there any available bills today at five fifteen?
Assistant: Okay, for how many people is the reservation?
Customer: Two. Make that five thirty.
Assistant: And under what name should I put the reservation?
Customer: Showers.
Assistant: Okay, so you need a table for two at five thirty P.M. under the name Showers. Does that look correct?
Customer: Dowers with a g.
Assistant: Okay, so you need a table for two at five thirty P.M. under the name Dowers. Does that look correct?
Customer: Yes.
Assistant: I’m sorry—I couldn’t secure a table at that exact time. I’ve just sent you our OpenTable link so you can check real-time openings and pick the slot that suits you best. Is there anything else I can help you with?.
Customer: Yes. Can I speak to a person, please?
Assistant: Sure thing. I'm connecting you to the host now."
69a4b84170ddb9e42ae13949,RT Buckhead,2026-03-01T17:05:55.539-05:00,00:21,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,8,,0,CALLER-D8C5436F,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Assistant: Sorry, are you still on the line?
Customer: Do you take reservations for parties of eight?
Assistant: Okay, for how many people is the reservation?..."
69b6139b6551713542c4f55d,RT Buckhead,2026-03-14T22:04:14.058-04:00,00:22,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-97A8B94E,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Can I talk to a talkmate?
Assistant: Did you mean to say talk to someone?
Customer: Yeah.
Assistant: Sure thing. Would you like me to transfer you to the host?"
69cc693911965ea81e7f75cf,TF Oakwood,2026-03-31T20:39:23.541-04:00,00:30,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-74505205,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Para realizar un pedido,
Assistant: ¡Claro. ¿Prefieres hablar con un miembro de nuestro equipo o prefieres que te envíe el Link para realizar tu pedido de retiro en línea?
Customer: Con un miembro del equipo, por favor.
Assistant: Perfecto, te comunico con un miembro de nuestro equipo ahora mismo."
69c0568a65aebbe929395ddf,RT Buckhead,2026-03-22T16:52:28.233-04:00,01:20,CallTransfer,TRUE,Making a Reservation or Inquiring About Reservations,6,,0,CALLER-A1148F0F,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Reservation.
Assistant: Okay. How many guests will be in your party?
Customer: Sí.
Assistant: ¿Cuántas personas estarán en tu grupo?
Customer: English.
Assistant: Okay. How many guests will be in your party?
Customer: Sí.
Assistant: I can help you with that. How many guests will be in your party?
Customer: Six.
Assistant: Got it. Parties of five or more are coordinated by a manager. In case Buckhead cannot handle your party, are you willing to be relocated to one of our nearby locations, Chamblee and Sandy Springs, that are within ten minutes?
Customer: No.
Assistant: Okay. Under what name should I put the reservation?
Customer: Birria.
Assistant: I am sorry, I was unable to collect the data correctly. Would you like to speak with the host?
Customer: Yes.
Assistant: Great, connecting you now."
69b71f5210d10be09b8d8d58,RT Buckhead,2026-03-15T17:06:28.306-04:00,02:42,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,5,,0,CALLER-5BD643D2,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: I'd like to make a reservation.
Assistant: ¡Genial. ¿Para cuántas personas sería la reservación?
Customer: Five.
Assistant: ¡Entendido. Las reservaciones para grupos de cinco o más personas las coordina un gerente. En caso de que Buckhead no pueda atender a tu grupo, ¿estás dispuesto a que te reubiquen en una de nuestras ubicaciones cercanas, ya sea Chamblee o Sandy Springs, que están a diez minutos?
Assistant: Sorry, are you still on the line?
Customer: Yeah.
Assistant: ¿Te gustaría excluir alguna de las opciones dadas?
Customer: Speak English.
Assistant: My bad. Would you like to exclude any of the given options?
Customer: I don't know what you said.
Assistant: My bad. Would you like to exclude any of the given options?
Customer: What are the given options?
Assistant: The given options are Chamblee and Sandy Springs. Would you like to exclude any of them?
Customer: I wanna make a reservation at Buckhead.
Assistant: Got it. Parties of five or more are coordinated by a manager. In case Buckhead cannot handle your party, are you willing to be relocated to one of our nearby locations them being Chamblee"" and ""Sandy Springs"" that are within ten minutes?
Customer: No.
Assistant: Okay. What date and time works best?
Customer: March seventeenth at six PM.
Assistant: Under what name should I put the reservation?
Customer: Anna.
Assistant: Five guests, March seventeenth at six P.M., under the name Anna. Does that look correct?
Customer: Yes. At the Buckhead location.
Assistant: Please wait while I submit your large party reservation request to our manager. I just sent your information to our managers, please check your messages you should receive an SMS with the details of your reservation, they will be reaching out soon!
Customer: Thank you.
Assistant: Perfect—thanks for calling Real Tacos. Enjoy your day."
69c68bb51f8b1488f52f3355,TF Oakwood,2026-03-27T09:52:55.655-04:00,00:20,UserHangup,TRUE,,,,0,CALLER-E388D441,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?"
69bf5b5e65aebbe9292a333a,RT Buckhead,2026-03-21T23:00:48.898-04:00,01:19,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,4,,0,CALLER-D12BEC91,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: ¿Cómo está? Make a reservation, bitch as
Assistant: I'm doing great, thank you. How many guests will be in your party?
Customer: Four people.
Assistant: Okay, what date and time works best?
Customer: Today, eleven thirty.
Assistant: Under what name should I put the reservation?
Customer: Today.
Assistant: Under what name should I put the reservation?
Customer: Ready. Jose. Pins Drive.
Assistant: Jose, does that look correct? Four people for today at eleven thirty under the name Jose?
Customer: Yes.
Assistant: I’m sorry—I couldn’t secure a table at that exact time. I’ve just sent you our OpenTable link so you can check real-time openings and pick the slot that suits you ..."
69b4ac76477db9185edcf4a8,RT Buckhead,2026-03-13T20:31:52.620-04:00,00:22,UserHangup,TRUE,Unclassified,,,0,CALLER-4C96025E,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hello?
Assistant: How can I help you?..."
69b42c176896046c69c11d07,TF Oakwood,2026-03-13T11:24:09.850-04:00,01:04,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-78BC130E,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hola, para hacer un pepito.
Assistant: ¿Te gustaría información sobre nuestro menú de Pepitos o deseas hacer un pedido?
Customer: Hacer un pepito.
Assistant: Disculpa, ¿quieres decir que deseas hacer un pedido de un Pepito o necesitas información sobre nuestro menú de Pepitos?
Customer: Necesito hacer un pedido
Assistant: Para hacer un pedido, ¿prefieres hablar con un miembro de nuestro equipo o te envío el enlace para hacer tu pedido en línea?
Customer: No.
Assistant: ¿Quieres que ...
Customer: Hablar con un miembro de tu equipo.
Assistant: Entiendo. Te transferiré con un miembro de nuestro equipo para que puedan ayudarte con tu pedido. Un momento, por favor."
69b319bc936cfd5397831720,RT Buckhead,2026-03-12T15:53:34.380-04:00,01:47,CallTransfer,TRUE,Making a Reservation or Inquiring About Reservations,7,,0,CALLER-4B784C54,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Yes. I had a reservation for
Assistant: If the ...
Customer: April twenty fourth, but
Assistant: For how many people ...
Customer: April twenty fourth, but I actually messaged saying I'm sorry?
Assistant: If the reservation was made through ...
Customer: It was for
Assistant: For how many people is the reservation?
Customer: Actually, no. I lied. It was more than five people. It was seven people, so I need to change it to seven people, and it's supposed to be April twenty fifth.
Assistant: Okay, since your party is more than five people, a manager will need to coordinate. In case Buckhead cannot handle your party, are you willing to be relocated to one of our nearby locations, Chamblee and Sandy Springs, that are within ten minutes?
Customer: No. We can't. We don't have a vehicle.
Assistant: Under what name should I put the reservation?
Customer: Van Gazbek.
Assistant: Okay, so that's for seven people on April twenty fifth under the name Van Gazbek. Does that look correct?
Customer: Yes.
Assistant: Please wait while I submit your large party reservation request to our manager. I just sent your information to our managers, please check your messages you should receive an SMS with the details of your reservation, they will be reaching out soon!
Customer: The wrong
Customer: The wrong it should be five o'clock, five PM.
Assistant: I am an AI virtual assistant and I can intent only one reservation per call. Would you like to speak with the host?
Customer: Yes. Yes."
69c487a4760686a6c6dd1b61,TF Oakwood,2026-03-25T21:11:03.214-04:00,00:31,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-49F50C88,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hola, por favor. ¿Me preparas una hamburguesa triple
Assistant: Lo siento, no puedo tomar pedidos directamente. ¿Te gustaría hablar con un miembro del equipo o recibir el enlace para hacer tu pedido en línea?
Customer: Hablar con un miembro del equipo.
Assistant: Claro— te transferiré con un miembro de nuestro equipo para que puedan ayudarte con tu pedido. Un momento, por favor."
69c9da59fdcc3ea0972e9fd4,RT Buckhead,2026-03-29T22:05:16.252-04:00,00:49,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-FD7D8E9E,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Was trying to place an online order.
Assistant: Awesome. I can text you our online ordering link so you can place your pickup order.
Customer: It's not working. It says not acceptance. Current orders online.
Assistant: I am sorry to hear that you are having issues with your online order. Would you like to speak with the host?
Assistant: Sorry, are you still on the line?
Customer: Yes. I would like to speak with the host.
Assistant: Great, connecting you now.
Customer: Thank you."
69a72c86408ccb4b79f049aa,TF Oakwood,2026-03-03T13:46:32.860-05:00,00:25,UserHangup,TRUE,Unclassified,,,0,CALLER-2FA91DCD,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hola. Buena.
Assistant: Buena. En qué puedo ayudarte hoy ...
Customer: Hola.
Assistant: Estoy aquí para ayudarte. ¿Necesitas información sobre nuestro menú, horarios o algo más en Todo Frito Oakwood?"
69b58d0c039d9372ee74bd14,TF Oakwood,2026-03-14T12:30:06.788-04:00,00:30,UserHangup,TRUE,Menu Inquiries and Special Dietary Needs,,,0,CALLER-54FEDD72,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hola.
Assistant: En qué puedo ayudarte hoy en Todo Frito Oakwood?
Customer: Necesita hacer un peso para comer three bien todo frito.
Assistant: Parece que estás buscando información sobre nuestro menú. Antes de ayudarte, ¿estás buscando información sobre nuestros platos o deseas hacer un pedido?"
69adab7f638d0bab9bb6bc31,TF Oakwood,2026-03-08T13:01:53.582-04:00,00:09,UserHangup,TRUE,Unclassified,,,0,CALLER-C4AA6703,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: No."
69c710d63561ccb21601fdde,TF Oakwood,2026-03-27T19:20:56.816-04:00,00:28,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-9E122B4F,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Ordenal comida.
Assistant: Para ordenar comida, ¿te gustaría hablar con uno de nuestros representantes o que te envíe el enlace para hacer tu pedido en línea?
Customer: Representante.
Assistant: Claro— te transferiré con un miembro de nuestro equipo para ayudarte con tu pedido. Un momento, por favor."
69c961e836dfa226c40868d7,TF Oakwood,2026-03-29T13:31:22.366-04:00,00:54,UserHangup,TRUE,Menu Inquiries and Special Dietary Needs,,,0,CALLER-602B62DD,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hola, muy buenas tardes. Solo tenía una pregunta.
Assistant: Dále— ¿En qué puedo ayudarte hoy?
Customer: Viene en sopa.
Assistant: Claro— Tenemos Beef Soup, que es una sopa de carne con verduras y caldo, y cuesta doce dólares con noventa y nueve centavos. ¿Te gustaría saber más sobre ella o algo más del menú?
Customer: Solamente.
Customer: Voy a llegar ahorita, disculpe.
Assistant: No hay problema— Estamos abiertos hasta la medianoche hoy. ¿Necesitas saber el tiempo de espera para una mesa o algo más?
Customer: No,
Assistant: Buenísimo— Entonces, te esperamos. ¡Disfruta tu visita en Todo Frito Oakwood.
Customer: Gracias.
Assistant: De nada...."
69a4fe9570ddb9e42ae2e4dd,TF Oakwood,2026-03-01T22:05:59.702-05:00,00:21,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,8,,0,CALLER-D8C5436F,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Do you take reservations for parties of eight?
Assistant: Lo siento, Todo Frito Oakwood no acepta reservas anticipadas...."
69ab0182de89918688637084,TF Oakwood,2026-03-06T11:32:05.192-05:00,00:15,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-CCAF2EA2,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Manager.
Assistant: ¿Quieres hablar con un representante? La llamada será transferida en breve."
69a9908e56036b341cfea566,RT Buckhead,2026-03-05T09:17:52.539-05:00,00:44,UserHangup,,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,csf,1,CALLER-8A0F465E,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Manager.
Assistant: Since we're closed right now, I can't transfer you to a manager. Would you like me to send you a link to our customer support form so our team can follow up with you when we reopen?
Customer: Yes.
Assistant: Great, I can send you a link to our customer support form. Would you like to receive it via SMS?
Customer: Yes.
Assistant: Perfecto, I've sent the link. Is there anything else I can help you with?"
69b77e0010d10be09b904c84,TF Oakwood,2026-03-15T23:50:26.472-04:00,00:34,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-4C46144B,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Sí, bueno.
Assistant: ¿En qué puedo asistirte hoy en Todo Frito Oakwood?
Customer: Para hacer una orden.
Assistant: ¿Te gustaría hablar con un miembro del equipo o enviarte el enlace para hacer tu pedido en línea?
Customer: Hablar con alguien.
Assistant: En un momento te transferiré con un miembro de nuestro equipo para que te ayude con tu pedido."
69b0a743965da50bb51ab166,TF Oakwood,2026-03-10T19:20:37.837-04:00,01:14,UserHangup,TRUE,General Information and Amenities,,,0,CALLER-D4549EF3,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: ¿Qué promoción tienen hoy, Jelly?
Customer: ¿Hello?
Assistant: I'm Yuli, nice to meet you. Today is Tuesday, and we have a special promotion called Sombrero Tuesday, which includes a burger, fries, and drinks for thirty-four dollars and ninety-nine cents. Would you like more details about it?
Customer: My
Assistant: It ...
Customer: Uh, can you speak Spanish?
Assistant: Sí, ...
Customer: Hold on. Hold on.
Assistant: No hay ...
Customer: ¿Cuál es la promoción del día de hoy?
Assistant: Hoy es martes y tenemos la promoción Sombrero Tuesday"" que incluye una hamburguesa, papas fritas y bebidas por treinta y cuatro dólares con noventa y nueve centavos. ¿Te gustaría saber más sobre ella?
Customer: No. Gracias. Buenas noches.
Assistant: De nada...."
69cbf78e576487e62f6256fa,RT Buckhead,2026-03-31T12:34:25.106-04:00,00:14,UserHangup,TRUE,Unclassified,,,0,CALLER-9A722554,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hello?
Assistant: How can I help you?..."
69b9eb70039d9372ee1026f8,TF Oakwood,2026-03-17T20:01:54.992-04:00,00:35,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-B3E585B4,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Acabo de buscar una orden Acabo de buscar una orden y que
Assistant: Parece que estabas buscando información sobre una orden. ¿Quieres hablar con un miembro del equipo para ayudarte con tu orden o prefieres que te envíe el enlace para hacer tu pedido en línea?
Customer: Sí. Habla con una gente.
Assistant: ¿Podrías repetir eso, por favor?
Customer: Para hablar con alguien."
69c56b8593749704ba8b40eb,RT Buckhead,2026-03-26T13:23:19.337-04:00,00:20,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-7E156118,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Representative.
Assistant: Do you want to speak with a representative?"
69b2094e86bb8ca124a650ef,TF Oakwood,2026-03-11T20:31:12.956-04:00,00:17,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-02CB6BAF,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Con un operador
Assistant: ¿Podrías decirme un poco más sobre por qué necesitas hablar con un miembro de nuestro equipo?"
69ab54184bcab3cfc6d93266,TF Oakwood,2026-03-06T17:24:27.007-05:00,00:06,UserHangup,TRUE,,,,0,CALLER-4C6132E5,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ..."
69b4b83c93558002db791dd9,RT Buckhead,2026-03-13T21:22:06.504-04:00,00:08,UserHangup,TRUE,,,,0,CALLER-66FF2F48,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?"
69c09276d04f7f4078d75351,TF Oakwood,2026-03-22T21:08:09.256-04:00,00:47,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-93D441C5,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: ¿Sí? ¿Sí? ¿Sí va a hacer un pedido?
Assistant: Disculpa, no te escuché bien. ¿Estás buscando información sobre nuestro menú o deseas hacer un pedido?
Customer: Steak va a hacer un pedido.
Assistant: ¿Quieres pedir algo para recoger o que te lo entreguen a domicilio?
Customer: Para recoger.
Assistant: ¿Te gustaría hablar con alguien de nuestro equipo para hacer tu pedido o prefieres que te envíe el enlace para hacer tu pedido en línea?
Customer: Hablar con alguien.
Assistant: En un momento te transferiré con un miembro de nuestro equipo para que puedas hacer tu pedido."
69b1a76d86bb8ca124a432f9,TF Oakwood,2026-03-11T13:33:36.252-04:00,00:29,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-0DC30304,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Para ordenar
Assistant: ¿Te gustaría hablar con un miembro del equipo o enviarte el enlace para hacer tu pedido en línea?
Customer: Hablar con alguien del equipo.
Assistant: En un momento te transferiré con un miembro de nuestro equipo. ¡Gracias por esperar."
69ac37c84bcab3cfc6122216,TF Oakwood,2026-03-07T09:35:54.217-05:00,00:29,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-BA81418B,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Can I call it on onion?
Assistant: No entiendo. ¿Podrías repetir tu pregunta, por favor?
Customer: Halak con onion.
Assistant: Lo siento, no entiendo. ¿Podrías hablar un poco más claro o repetir tu pregunta?
Customer: Hablar con alguien.
Assistant: ¿Quieres hablar con alguien de nuestro equipo? La llamada será transferida a un miembro de nuestro equipo en breve."
69c5b6881f8b1488f5fd2b1f,RT Buckhead,2026-03-26T18:43:22.899-04:00,01:32,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,2,,0,CALLER-258800D8,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Do you have to have reservations? Dine in?
Assistant: We do accept reservations for dine-in. How many guests will be in your party?
Customer: Just two.
Assistant: Okay, what date and time works best?
Customer: around seven thirty.
Assistant: And what date would that be?
Customer: March twenty six.
Assistant: Under what name should I put the reservation?
Customer: West.
Assistant: Okay, so that's a party of two for today, March twenty-sixth, at seven thirty P.M. under the name West. Does that look correct?
Customer: Yes.
Assistant: Great news! your reservation was successful, please check your messages you should receive the booking confirmation link. Is there anything else I can help you with?.
Customer: No.
Assistant: Perfect—thanks for calling Real Tacos. Enjoy your day."
69a5d3920c39c4592e002e42,TF Oakwood,2026-03-02T13:14:44.777-05:00,00:51,CallTransfer,TRUE,Menu Inquiries and Special Dietary Needs,,,0,CALLER-26409AAF,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hey. Julie Mendez queso con chocolate?
Assistant: ¿Quieres información del menú o te gustaría hacer un pedido?
Customer: Información del menor.
Assistant: Disculpa, no tenemos Julie Mendez queso con chocolate"" en nuestro menú. Nuestro menú incluye opciones como Cachapa Monday, Sombrero Tuesday, Arepa Wednesday, entre otros. ¿Te gustaría saber más sobre nuestras promociones o platos especiales?
Customer: Sí.
Assistant: Tenemos eventos recurrentes como Happy Hour ...
Customer: Pásame pásame pásame a alguien de la vida real.
Customer: C."
69b9e36b65517135426a9455,TF Oakwood,2026-03-17T19:27:41.429-04:00,00:34,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-A792E8FF,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hacer una orden.
Assistant: ¿Quieres hacer un pedido para recoger o para entrega a domicilio?
Customer: Recoger.
Assistant: ¿Te gustaría hablar con un miembro del equipo para hacer tu pedido o prefieres que te envíe el enlace para hacer tu pedido en línea?
Customer: Hablar con un miembro del equipo.
Assistant: En un momento te transferiré con un miembro de nuestro equipo para que puedas hacer tu pedido."
69bf4a4be852e2d6ded37fda,RT Buckhead,2026-03-21T21:47:57.413-04:00,01:03,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,2,,0,CALLER-1EC5DAE5,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hi. Do you take call ahead reservations?
Assistant: I sure can help with that. For how many people is the reservation?
Customer: Two
Assistant: Okay. What date and time works best?
Customer: Today at ten fifteen.
Assistant: Under what name should I put the reservation?
Customer: For Sara,
Assistant: Two people, today, March twenty-first at ten fifteen P.M., under the name Sara. Does that look correct?
Customer: Yeah.
Assistant: I’m sorry—I couldn’t secure a table at that exact time. I’ve just sent you our OpenTable link so you can check real-time openings and pick the slot that suits you best. Is there anything else I can help you with?.
Customer: No. Thank you.
Assistant: Perfect—thanks for calling Real Tacos. Enjoy your day...."
69b46363477db9185edad1c6,RT Buckhead,2026-03-13T15:20:05.844-04:00,01:10,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,2,,0,CALLER-7017452D,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Can I make a reservation?
Assistant: Okay, for how many people is the reservation?
Assistant: Sorry, are you still on the line?
Customer: Yes. I'm here.
Assistant: Okay, for how many people is the reservation?
Customer: It's for two.
Assistant: And what date and time works best?
Customer: Today at nine PM.
Assistant: Under what name should I put the reservation?
Customer: Brandon Colby.
Assistant: Two people for today, March thirteenth, at nine P.M. under the name Brandon Colby. Does that look correct?
Customer: Yes.
Assistant: I’m sorry—I couldn’t secure a table at that exact time. I’ve just sent you our OpenTable link so you can check real-time ..."
